Measure Mode: wall_time
Thread ID: 17742200
Fiber ID: 20500120
Total: 119.365765
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.002     0.001     0.000     0.001     1144   BasicObject#!=
  0.00      0.004     0.001     0.000     0.003      766   Bundler::SpecSet#lookup
  0.00      0.005     0.001     0.000     0.005      234   BinData::StructArgProcessor#sanitize_parameters!
  0.00      0.001     0.001     0.000     0.000      545   Array#last
  0.00      0.001     0.001     0.000     0.000      177   Module#private
  0.00      0.002     0.001     0.000     0.001      234   BinData::StructArgProcessor#sanitize_endian
  0.00      0.002     0.001     0.000     0.001      169   BinData::DSLMixin::DSLParser#set_endian
  0.00      0.001     0.001     0.000     0.000     1710   Array#empty?
  0.00      0.003     0.001     0.000     0.003      129   Array#select
  0.00      0.005     0.001     0.000     0.005      217   <Class::BinData::Base>#register_subclasses
  0.00      0.001     0.001     0.000     0.000      772   Hash#length
  0.00      0.004     0.001     0.000     0.003      183   BinData::DSLMixin::DSLBigAndLittleEndianHandler#subclass_of_big_and_little_endian?
  0.00      0.001     0.001     0.000     0.001      102   Gem::Version#<=>
  0.00      0.002     0.001     0.000     0.001      562   BinData::DSLMixin::DSLFieldValidator#name_shadows_method?
  0.00      0.015     0.001     0.000     0.015      333  *<Module::TSort>#each_strongly_connected_component_from
  0.00      0.001     0.001     0.000     0.000     1532   Hash#has_parameter?
  0.00      0.001     0.001     0.000     0.000     1221   Kernel#respond_to_missing?
  0.00      0.001     0.001     0.000     0.000       71   Module#append_features
  0.00      0.004     0.001     0.000     0.003      628   BinData::DSLMixin::DSLFieldValidator#must_have_a_name_failed?
  0.00      0.001     0.001     0.000     0.000      599   URI::Generic#userinfo
  0.00      0.001     0.001     0.000     0.001      187   BinData::Registry#name_with_endian
  0.00      0.007     0.001     0.000     0.006       85   Bundler::Index#search_by_dependency
  0.00      0.002     0.001     0.000     0.002      562   Kernel#!~
  0.00      0.019     0.001     0.000     0.019      209   Forwardable#def_instance_delegators
  0.00      0.001     0.001     0.000     0.000      849   Array#<<
  0.00      0.003     0.000     0.000     0.002      336   Bundler::Index#<<
  0.00      0.000     0.000     0.000     0.000       69   Module#extend_object
  0.00      0.000     0.000     0.000     0.000      268   Array#compact
  0.00      0.021     0.000     0.000     0.021      362  *Array#map!
  0.00      0.000     0.000     0.000     0.000      534   Regexp#===
  0.00      0.001     0.000     0.000     0.000       76   Module#attr_reader
  0.00      0.001     0.000     0.000     0.001      452   Bundler::RemoteSpecification#method_missing
  0.00      0.016     0.000     0.000     0.015      562   BinData::SanitizedFields#has_field_name?
  0.00      0.000     0.000     0.000     0.000     2184   Fixnum#^
  0.00      0.003     0.000     0.000     0.002      165   Struct#hash
  0.00      0.028     0.000     0.000     0.028        9   BasicObject#instance_eval
  0.00      0.009     0.000     0.000     0.009      125   Gem::Dependency#to_lock
  0.00      0.004     0.000     0.000     0.003      228   <Class::Gem::Requirement>#create
  0.00      0.000     0.000     0.000     0.000      122   String#split
  0.00      0.009     0.000     0.000     0.008      193   Bundler::LockfileParser#parse_source
  0.00      0.014     0.000     0.000     0.014      132   BinData::PrimitiveArgProcessor#sanitize_parameters!
  0.00      0.004     0.000     0.000     0.003       40   <Class::BinData::Primitive>#inherited
  0.00    118.346     0.000   118.345     0.000        1   Thread#join
  0.00      0.000     0.000     0.000     0.000     1049   Module#==
  0.00      0.001     0.000     0.000     0.001      173   BinData::SanitizedFields#copy_fields
  0.00      0.001     0.000     0.000     0.000      173   URI::Generic#set_userinfo
  0.00      0.008     0.000     0.000     0.008      156  *Module#const_get
  0.00      0.000     0.000     0.000     0.000      246   <Class::Gem::Version>#new
  0.00      0.001     0.000     0.000     0.000      263   URI::Generic#default_port
  0.00      0.009     0.000     0.000     0.009      206   BinData::Registry#register_dynamic_class
  0.00      0.000     0.000     0.000     0.000        8   Module#remove_method
  0.00      0.005     0.000     0.000     0.004      586   Bundler::DepProxy#hash
  0.00      0.005     0.000     0.000     0.005      388   Enumerable#all?
  0.00      0.000     0.000     0.000     0.000      784   String#==
  0.00      0.002     0.000     0.000     0.002        3   String#scan
  0.00      0.002     0.000     0.000     0.002      164   BinData::AcceptedParametersPlugin::AcceptedParameters#optional
  0.00      0.135     0.000     0.000     0.134        8  *Kernel#gem_original_require
  0.00      0.000     0.000     0.000     0.000      255   Gem::Version#prerelease?
  0.00      0.005     0.000     0.000     0.005      189   Gem::Dependency#==
  0.00      0.004     0.000     0.000     0.004      169   Bundler::Source::Rubygems#suppress_configured_credentials
  0.00      0.001     0.000     0.000     0.000      452   Bundler::StubSpecification#_remote_specification
  0.00      0.003     0.000     0.000     0.002      125   Gem::Dependency#to_s
  0.00      0.000     0.000     0.000     0.000      214   Kernel#method
  0.00      0.010     0.000     0.000     0.010      102   BinData::RecordArgProcessor#sanitize_parameters!
  0.00      0.001     0.000     0.000     0.001      234   BinData::StructArgProcessor#sanitize_hide
  0.00      0.000     0.000     0.000     0.000      318   Hash#values
  0.00      0.009     0.000     0.000     0.008      314   Gem::Requirement#==
  0.00      0.000     0.000     0.000     0.000     1364   String#===
  0.00      0.000     0.000     0.000     0.000       31   Array#-
  0.00      0.000     0.000     0.000     0.000      184   BinData::DSLMixin::DSLFieldValidator#initialize
  0.00      0.000     0.000     0.000     0.000        6   Module#instance_methods
  0.00      0.000     0.000     0.000     0.000      183   BinData::SanitizedFields#initialize
  0.00      0.001     0.000     0.000     0.001       18   Bundler::Dsl#normalize_options
  0.00      0.000     0.000     0.000     0.000      258   Fixnum#to_s
  0.00      0.000     0.000     0.000     0.000      555   Fixnum#==
  0.00      0.000     0.000     0.000     0.000      836   Fixnum#<
  0.00      0.001     0.000     0.000     0.001      234   BinData::StructArgProcessor#sanitize_fields
  0.00      0.000     0.000     0.000     0.000      181   <Module::Bundler>#rubygems
  0.00      0.001     0.000     0.000     0.000      334   Array#any?
  0.00      0.000     0.000     0.000     0.000       51   <Class::File>#expand_path
  0.00      0.000     0.000     0.000     0.000      387   Array#uniq!
  0.00      0.000     0.000     0.000     0.000      171   Method#to_proc
  0.00      0.015     0.000     0.000     0.015       83   Bundler::LazySpecification#to_lock
  0.00      0.003     0.000     0.000     0.002       71   Module#include
  0.00      0.000     0.000     0.000     0.000      211   String#initialize
  0.00      0.000     0.000     0.000     0.000      116   Hash#keys
  0.00      0.001     0.000     0.000     0.001       91   Set#merge
  0.00      0.004     0.000     0.000     0.004      183   BinData::DSLMixin::DSLBigAndLittleEndianHandler#ancestor_fields
  0.00      0.000     0.000     0.000     0.000      196   <Module::Gem>#platforms
  0.00      0.008     0.000     0.000     0.008        9   Enumerable#map
  0.00      0.001     0.000     0.000     0.001       69   Kernel#extend
  0.00      0.002     0.000     0.000     0.002      144   Gem::Dependency#matches_spec?
  0.00      0.001     0.000     0.000     0.001       45   BinData::StringArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000      184   BinData::DSLMixin::DSLBigAndLittleEndianHandler#initialize
  0.00      0.000     0.000     0.000     0.000       44   Module#extended
  0.00      0.000     0.000     0.000     0.000       75   Module#alias_method
  0.00      0.000     0.000     0.000     0.000      333   Array#slice!
  0.00      0.000     0.000     0.000     0.000      263   <Class::URI::Generic>#default_port
  0.00    118.357     0.000     0.000   118.357      197  *Proc#call
  0.00      0.001     0.000     0.000     0.001      168   <Class::Bundler::StubSpecification>#from_stub
  0.00      0.006     0.000     0.000     0.005      182  *Kernel#tap
  0.00      0.009     0.000     0.000     0.009      132   BinData::SanitizedParameters#create_sanitized_params
  0.00      0.010     0.000     0.000     0.010       85  *Bundler::Index#search
  0.00      0.000     0.000     0.000     0.000      366   Bundler::DepProxy#initialize
  0.00      0.019     0.000     0.000     0.018       83   Bundler::LazySpecification#__materialize__
  0.00      0.002     0.000     0.000     0.002       91   Set#initialize
  0.00      0.000     0.000     0.000     0.000      171   <Class::Gem::Version>#create
  0.00      0.000     0.000     0.000     0.000      157   BinData::SanitizedParameters#create_sanitized_endian
  0.00      0.000     0.000     0.000     0.000      558   BasicObject#==
  0.00      0.005     0.000     0.000     0.005      168   Bundler::Source::Rubygems#credless_remotes
  0.00      0.003     0.000     0.000     0.003      147   <Class::Gem::Requirement>#default
  0.00      0.000     0.000     0.000     0.000      121   Array#pop
  0.00      0.000     0.000     0.000     0.000      208   Gem::Version#segments
  0.00      0.002     0.000     0.000     0.002       36   <Class::BinData::BasePrimitive>#inherited
  0.00      0.000     0.000     0.000     0.000      452   Gem::Specification#to_spec
  0.00      0.005     0.000     0.000     0.005       10   GLI::DSL#command
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#password=
  0.00      0.000     0.000     0.000     0.000      448   Bundler::DepProxy#name
  0.00      0.000     0.000     0.000     0.000      173   URI::Generic#split_userinfo
  0.00      0.001     0.000     0.000     0.001      168   Bundler::Index#search_by_spec
  0.00      0.014     0.000     0.000     0.014      333  *Bundler::SpecSet#tsort_each_child
  0.00      0.000     0.000     0.000     0.000      344   BinData::BaseArgProcessor#sanitize_parameters!
  0.00      0.004     0.000     0.000     0.004       16   <Module::BinData::BitField>#define_methods
  0.00      0.000     0.000     0.000     0.000      168   Bundler::RemoteSpecification#initialize
  0.00      0.008     0.000     0.000     0.008       19   BinData::IntFactory#const_missing
  0.00      0.002     0.000     0.000     0.002      181   Gem::Requirement#satisfied_by?
  0.00      0.000     0.000     0.000     0.000       59   String#size
  0.00      0.001     0.000     0.000     0.000      169   BinData::DSLMixin::DSLParser#valid_endian?
  0.00      0.000     0.000     0.000     0.000      240   String#+
  0.00      0.001     0.000     0.000     0.001       36   Bundler::Dependency#initialize
  0.00      0.000     0.000     0.000     0.000      231  *Array#==
  0.00      0.000     0.000     0.000     0.000       57   <Class::Pio::OpenFlow::Message>#body_option
  0.00      0.000     0.000     0.000     0.000      233   Kernel#initialize_copy
  0.00      0.001     0.000     0.000     0.000      125   Set#add
  0.00      0.000     0.000     0.000     0.000      119   Hash#initialize
  0.00      0.000     0.000     0.000     0.000       45   BinData::StringArgProcessor#sanitized_pad_byte
  0.00      0.000     0.000     0.000     0.000       17   <Class::File>#join
  0.00      0.000     0.000     0.000     0.000       92   String#upcase
  0.00      0.001     0.000     0.000     0.001       83   Bundler::LazySpecification#full_name
  0.00      0.007     0.000     0.000     0.007       85   Bundler::Index#local_search
  0.00      0.000     0.000     0.000     0.000       87   <Object::Object>#[]
  0.00      0.001     0.000     0.000     0.001      108   GLI::DSL#verify_unused_in_option
  0.00      0.000     0.000     0.000     0.000      354   Array#compact!
  0.00      0.001     0.000     0.000     0.001      169   URI::Generic#user=
  0.00      0.002     0.000     0.002     0.000        4   File#initialize
  0.00      0.001     0.000     0.000     0.001      195   <Class::Gem::Platform>#match
  0.00      0.001     0.000     0.000     0.001      169   URI::Generic#set_user
  0.00      0.003     0.000     0.000     0.003       83   Bundler::Source::Rubygems#to_s
  0.00      0.000     0.000     0.000     0.000      148   BinData::SanitizedParameters#endian
  0.00      0.006     0.000     0.000     0.006        8   Pio::OpenFlow::Flags#_def_flags
  0.00      0.000     0.000     0.000     0.000       98   Symbol#inspect
  0.00      0.000     0.000     0.000     0.000      158   Array#length
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#check_user
  0.00      0.000     0.000     0.000     0.000       73   <Class::GLI::CommandLineOption>#name_as_string
  0.00      0.000     0.000     0.000     0.000       83   Bundler::SourceList#source_list_for
  0.00      0.000     0.000     0.000     0.000       83   Bundler::LazySpecification#initialize
  0.00      0.000     0.000     0.000     0.000       40   Exception#backtrace
  0.00      0.001     0.000     0.000     0.001       60   BinData::Base#new
  0.00      0.000     0.000     0.000     0.000      118   Hash#merge!
  0.00      0.001     0.000     0.000     0.000       31   BinData::BaseArgProcessor#separate_args
  0.00      0.000     0.000     0.000     0.000      169   BinData::DSLMixin::DSLParser#has_fields?
  0.00      0.000     0.000     0.000     0.000       85   String#to_sym
  0.00      0.006     0.000     0.000     0.006       16   <Module::BinData::BitField>#define_class
  0.00      0.000     0.000     0.000     0.000       36   Exception#initialize
  0.00      0.000     0.000     0.000     0.000       12   <Module::BinData::BitField>#create_fixed_clamp_code
  0.00      0.000     0.000     0.000     0.000       92   Module#const_defined?
  0.00      0.000     0.000     0.000     0.000       40   String#[]
  0.00      0.001     0.000     0.000     0.001      175   URI::Generic#component_ary
  0.00      0.000     0.000     0.000     0.000      175   URI::Generic#component
  0.00      0.002     0.000     0.000     0.002      171   URI::Generic#hash
  0.00      0.003     0.000     0.000     0.003        9   <Module::BinData::Int>#define_methods
  0.00      0.000     0.000     0.000     0.000      191   BinData::Base#has_parameter?
  0.00      0.000     0.000     0.000     0.000       32   Module#define_method
  0.00      0.002     0.000     0.000     0.002       42   GLI::CommandLineToken#parse_names
  0.00      0.000     0.000     0.000     0.000       27   Range#each
  0.00      0.000     0.000     0.000     0.000      165   Kernel#kind_of?
  0.00      0.000     0.000     0.000     0.000      144   Gem::Requirement#none?
  0.00      0.000     0.000     0.000     0.000      155   Module#private_method_defined?
  0.00      0.000     0.000     0.000     0.000       92   BinData::BasePrimitive#method_missing
  0.00      0.000     0.000     0.000     0.000        2   <Class::Thread>#start
  0.00      0.001     0.000     0.000     0.000       51   Hash#merge
  0.00      0.000     0.000     0.000     0.000      222   Bundler::MatchPlatform#match_platform
  0.00      0.000     0.000     0.000     0.000       89   Array#reject
  0.00      0.001     0.000     0.000     0.000        9   <Module::BinData::Int>#create_to_binary_s_code
  0.00      0.000     0.000     0.000     0.000      195   Gem::Specification#dependencies
  0.00      0.000     0.000     0.000     0.000      329   Fixnum#>
  0.00      0.000     0.000     0.000     0.000      106   Array#reverse
  0.00      0.000     0.000     0.000     0.000       45   Bundler::Settings#key_for
  0.00      0.005     0.000     0.000     0.005       84   Bundler::Source::Rubygems#eql?
  0.00      0.000     0.000     0.000     0.000      125   String#strip
  0.00      0.000     0.000     0.000     0.000       16   <Module::BinData::Int>#pack_directive
  0.00      0.001     0.000     0.000     0.001       12   GLI::Command#initialize
  0.00      0.002     0.000     0.000     0.002      168   Bundler::Source::Rubygems#hash
  0.00      0.002     0.000     0.000     0.002       82   BinData::Primitive#method_missing
  0.00      0.004     0.000     0.000     0.004      140   Bundler::DepProxy#==
  0.00      0.001     0.000     0.000     0.001       91   Set#do_with_enum
  0.00      0.000     0.000     0.000     0.000       18   <Module::BinData::Int>#create_clamp_code
  0.00      0.000     0.000     0.000     0.000      108   OptionParser::List#search
  0.00      0.000     0.000     0.000     0.000       45   Bundler::Settings#[]
  0.00      0.003     0.000     0.000     0.003       23   GLI::DSL#flag
  0.00      0.000     0.000     0.000     0.000       70   Array#&
  0.00      0.000     0.000     0.000     0.000      346   Kernel#instance_of?
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#check_password
  0.00      0.000     0.000     0.000     0.000      192   Kernel#Array
  0.00      0.003     0.000     0.000     0.003       10   BinData::ArrayArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000       35   Module#module_function
  0.00      0.000     0.000     0.000     0.000       85   Array#reject!
  0.00      0.000     0.000     0.000     0.000       32   Pathname#chop_basename
  0.00      0.001     0.000     0.000     0.001       32   <Module::FileUtils>#options_of
  0.00      0.000     0.000     0.000     0.000      271   Array#[]
  0.00      0.000     0.000     0.000     0.000      111   Array#<=>
  0.00      0.000     0.000     0.000     0.000       90   Gem::BasicSpecification#full_require_paths
  0.00      0.000     0.000     0.000     0.000       84   Bundler::RubygemsIntegration#mark_loaded
  0.00      0.001     0.000     0.000     0.001        8   <Class::BinData::Base>#inherited
  0.00      0.000     0.000     0.000     0.000       50   <Module::Bundler>#settings
  0.00      0.000     0.000     0.000     0.000      168   Fixnum#zero?
  0.00      0.000     0.000     0.000     0.000        8   Hash#inspect
  0.00      0.002     0.000     0.000     0.002       42   GLI::CommandLineToken#initialize
  0.00      0.000     0.000     0.000     0.000       90   Bundler::SourceList#rubygems_sources
  0.00      0.000     0.000     0.000     0.000       85   Bundler::Index#specs_by_name
  0.00      0.001     0.000     0.000     0.001       85   Bundler::Index#sort_specs
  0.00      0.000     0.000     0.000     0.000       32   <Module::BinData::Int>#bytes_per_word
  0.00      0.001     0.000     0.000     0.001       23   GLI::Flag#initialize
  0.00      0.001     0.000     0.000     0.001       91   Enumerable#each_entry
  0.00      0.000     0.000     0.000     0.000       24   Hash#invert
  0.00      0.000     0.000     0.000     0.000       72   Unknown#flags
  0.00      0.000     0.000     0.000     0.000       72   Fixnum#inspect
  0.00      0.000     0.000     0.000     0.000       64   <Module::BinData::BitField>#create_nbits_code
  0.00      0.003     0.000     0.000     0.003       60   BinData::SanitizedPrototype#instantiate
  0.00      0.002     0.000     0.000     0.002       89   Enumerable#to_set
  0.00      0.000     0.000     0.000     0.000       55   BinData::SanitizedParameters#warn_replacement_parameter
  0.00      0.000     0.000     0.000     0.000        1   <Module::FileUtils>#commands
  0.00      0.000     0.000     0.000     0.000       38   Exception#exception
